Zipcode,current_price,price_per_m2,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,(huis)arts,tandarts,fitnesscentrum,bibliotheek,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit
1092.0,375000.0, 5.208,Appartement,1912,72.0,210.0,,3,2,932.0,822.0,436.0,205.0,296.0,636.0,180.0,82.0,181.0,505.0,1100.0,9.295,1.018458197611292,25.2,0.17,0.16,0.37,0.24,0.07,0.35,0.13,0.52,4.955,0.55,0.18,0.27,"1,9",0.63,0.11,0.44,0.45,16.1,0.1407
1071.0,2250000.0, 12.363,Bovenwoning,1895,182.0,611.0,,4,3,1900.0,1100.0,175.0,478.0,84.0,551.0,42.0,381.0,20.0,500.0,1600.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1071.0,1585000.0, 9.906,Bovenwoning,1900,160.0,570.0,,5,4,1600.0,786.0,373.0,340.0,344.0,119.0,269.0,224.0,249.0,171.0,1400.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1021.0,325000.0, 4.577,Benedenwoning,1984,71.0,,135.0,3,2,937.0,2800.0,578.0,158.0,325.0,442.0,162.0,374.0,53.0,1100.0,825.0,8.3,1.0231707317073173,7.095,0.18,0.13,0.35,0.25,0.09,0.4,0.11,0.49,4.375,0.54,0.17,0.29,"1,9",0.61,0.08,0.44,0.48,15.3,0.1507
1069.0,265000.0, 3.272,Bovenwoning,2006,81.0,,91.0,3,2,2900.0,1400.0,635.0,428.0,150.0,1200.0,385.0,534.0,239.0,814.0,5600.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1018.0,495000.0, 5.690,Bovenwoning,1005,87.0,274.0,,4,3,1100.0,2600.0,433.0,376.0,127.0,913.0,344.0,364.0,182.0,68.0,592.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901
1018.0,533000.0, 5.611,Appartement,2002,95.0,279.0,,2,1,1300.0,1900.0,524.0,208.0,327.0,393.0,92.0,308.0,110.0,290.0,1200.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1016.0,875000.0, 7.479,Appartement,1939,117.0,451.0,,4,3,1500.0,574.0,202.0,341.0,186.0,210.0,30.0,175.0,175.0,209.0,202.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1093.0,315000.0, 4.437,Appartement,1984,71.0,,,3,2,,,,,,,,,,,,7.97,0.9850560398505604,13.489,0.14,0.13,0.35,0.28,0.1,0.43,0.13,0.44,4.67,0.61,0.17,0.22,"1,7",0.64,0.14,0.39,0.47,16.3,0.1309
1093.0,315000.0, 4.437,Bovenwoning,1984,71.0,,,3,2,349.0,1900.0,321.0,251.0,126.0,713.0,187.0,271.0,288.0,620.0,872.0,7.97,0.9850560398505604,13.489,0.14,0.13,0.35,0.28,0.1,0.43,0.13,0.44,4.67,0.61,0.17,0.22,"1,7",0.64,0.14,0.39,0.47,16.3,0.1309
1075.0,4450000.0, 9.674,Benedenwoning,-,460.0,,,15,6,1600.0,1000.0,230.0,244.0,112.0,378.0,213.0,144.0,82.0,339.0,1400.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1031.0,515000.0, 6.438,Bovenwoning,2010,80.0,253.0,,3,2,,,,,,,,,,,,9.38,0.9872881355932204,7.877,0.17,0.13,0.32,0.26,0.12,0.51,0.09,0.4,4.935,0.51,0.19,0.3,"1,9",0.62,0.07,0.43,0.5,14.9,0.1304
1015.0,595000.0, 7.727,Bovenwoning,1005,77.0,235.0,,2,1,868.0,1400.0,432.0,254.0,170.0,617.0,16.0,199.0,213.0,618.0,789.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
1055.0,325000.0, 5.159,Woning,1950,63.0,182.0,,2,1,1200.0,1100.0,74.0,70.0,70.0,1000.0,130.0,224.0,58.0,348.0,2200.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
1051.0,500000.0, 5.952,Bovenwoning,2001,84.0,245.0,,3,2,1900.0,589.0,462.0,264.0,142.0,314.0,195.0,89.0,322.0,645.0,925.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909
1051.0,545000.0, 6.488,Bovenwoning,2001,84.0,245.0,,3,2,1900.0,589.0,462.0,264.0,142.0,314.0,195.0,89.0,322.0,645.0,925.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909
1068.0,235000.0, 3.357,Appartement,2000,70.0,201.0,,3,2,2500.0,1200.0,155.0,96.0,119.0,1200.0,138.0,130.0,110.0,532.0,5400.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1081.0,495000.0, 5.824,Woon-/winkelpand,1999,85.0,203.0,,4,3,1200.0,1100.0,1400.0,1000.0,822.0,1000.0,739.0,244.0,435.0,719.0,1100.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1025.0,225000.0, 2.848,Appartement,1975,79.0,260.0,,3,2,3000.0,2400.0,406.0,416.0,132.0,301.0,383.0,17.0,161.0,1800.0,2900.0,11.96,0.8790259230164964,3.667,0.17,0.14,0.25,0.22,0.23,0.49,0.1,0.41,6.105,0.5,0.22,0.27,"1,9",0.64,0.15,0.44,0.41,17.3,0.0801
1079.0,749000.0, 7.000,Appartement,2007,107.0,300.0,,4,3,,,,,,,,,,,,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706
1071.0,1500000.0, 9.677,Appartement,1915,155.0,765.0,,5,4,1700.0,940.0,208.0,395.0,238.0,304.0,119.0,128.0,63.0,183.0,1500.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1069.0,199500.0, 2.771,Appartement,1969,72.0,190.0,,4,-,,,,,,,,,,,,5.185,0.9383177570093458,8.696,0.18,0.13,0.29,0.23,0.18,0.43,0.13,0.44,2.45,0.48,0.21,0.31,"2,0",0.63,0.11,0.45,0.44,16.4,0.0906
1015.0,1500000.0, 8.475,Grachtenpand,1005,177.0,,,6,3,890.0,1200.0,446.0,257.0,78.0,505.0,55.0,42.0,168.0,408.0,559.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1056.0,325000.0, 5.242,Appartement,1926,62.0,185.0,,3,2,,,,,,,,,,,,5.49,0.973021582733813,17.939,0.13,0.13,0.45,0.21,0.08,0.44,0.14,0.42,3.385,0.63,0.2,0.18,"1,6",0.67,0.11,0.44,0.45,16.2,0.1206
1061.0,385000.0, 4.326,Appartement,2008,89.0,,,3,2,,,,,,,,,,,,10.475,0.9839015151515151,7.2,0.21,0.19,0.33,0.18,0.1,0.26,0.09,0.65,4.75,0.49,0.19,0.33,"2,2",0.6,0.13,0.42,0.45,16.5,0.1208
1062.0,300000.0, 3.659,Appartement,1992,82.0,260.0,,3,2,702.0,338.0,261.0,80.0,16.0,994.0,152.0,214.0,151.0,183.0,3100.0,10.475,0.9839015151515151,7.2,0.21,0.19,0.33,0.18,0.1,0.26,0.09,0.65,4.75,0.49,0.19,0.33,"2,2",0.6,0.13,0.42,0.45,16.5,0.1208
1018.0,1450000.0,-,Woon-/winkelpand,1890,,701.0,,5,4,972.0,1900.0,821.0,51.0,472.0,231.0,327.0,516.0,295.0,528.0,1400.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1075.0,599000.0, 6.807,Bovenwoning,1901,88.0,328.0,,3,1,1700.0,527.0,350.0,583.0,323.0,312.0,300.0,168.0,34.0,437.0,1400.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1058.0,450000.0, 6.429,Woning,1934,70.0,253.0,,3,2,1100.0,685.0,356.0,222.0,222.0,383.0,404.0,79.0,65.0,467.0,2000.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1018.0,530000.0, 6.235,Bovenwoning,1005,85.0,248.0,,3,2,1700.0,1700.0,125.0,297.0,242.0,867.0,139.0,166.0,46.0,541.0,961.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1072.0,1675000.0, 5.154,Herenhuis,-,325.0,1.065,152.0,9,5,1700.0,389.0,624.0,77.0,161.0,145.0,69.0,359.0,66.0,284.0,1100.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1098.0,479000.0, 4.888,Appartement,2009,98.0,300.0,,3,2,,,,,,,,,,,,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203
1087.0,425000.0, 4.087,Appartement,2006,104.0,338.0,,3,2,,,,,,,,,,,,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05
1065.0,275000.0, 3.618,Appartement,1960,76.0,194.0,,3,2,460.0,971.0,155.0,429.0,107.0,706.0,456.0,905.0,150.0,846.0,3300.0,16.495,0.9236151603498542,7.029,0.19,0.13,0.28,0.22,0.18,0.39,0.12,0.49,7.815,0.46,0.23,0.31,"2,1",0.65,0.16,0.45,0.39,17.7,0.09
1086.0,590000.0, 4.436,Appartement,2007,133.0,440.0,,4,3,,,,,,,,,,,,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05
1024.0,285000.0, 3.353,Appartement,1995,85.0,241.0,,3,-,3600.0,2300.0,541.0,443.0,519.0,2300.0,1100.0,275.0,404.0,541.0,2600.0,12.21,0.8944918541505041,6.529,0.24,0.14,0.29,0.21,0.13,0.34,0.09,0.57,5.44,0.42,0.18,0.4,"2,2",0.63,0.11,0.49,0.4,16.8,0.1104
1067.0,275000.0, 3.198,Appartement,2007,86.0,268.0,,3,2,,,,,,,,,,,,12.825,1.000780031201248,9.663,0.21,0.16,0.31,0.2,0.11,0.3,0.1,0.6,5.67,0.43,0.2,0.37,"2,2",0.62,0.09,0.45,0.46,15.5,0.1107
1069.0,225000.0, 2.711,Appartement,1961,83.0,270.0,,4,3,,,,,,,,,,,,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999
1087.0,375000.0,,-,2003,108.0,332.0,,4,3,2400.0,2500.0,382.0,273.0,14.0,3700.0,1900.0,165.0,211.0,245.0,4500.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05
1033.0,240000.0, 3.000,Appartement,1963,80.0,212.0,82.0,3,2,4300.0,484.0,635.0,534.0,10.0,237.0,1900.0,784.0,783.0,1900.0,2800.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004
1083.0,670000.0, 4.497,Penthouse,1988,149.0,445.0,,4,2,964.0,91.0,687.0,678.0,491.0,201.0,907.0,332.0,439.0,1200.0,2000.0,7.105,0.7987341772151898,3.866,0.09,0.09,0.24,0.24,0.34,0.62,0.22,0.16,4.025,0.59,0.25,0.16,"1,6",0.66,0.3,0.38,0.32,23.6,0.0305
1055.0,250000.0, 2.841,Appartement,1960,88.0,,,3,2,1000.0,830.0,399.0,305.0,154.0,843.0,429.0,545.0,460.0,151.0,2600.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
1071.0,1595000.0, 8.439,Bovenwoning,1906,189.0,692.0,,5,3,1900.0,584.0,599.0,543.0,100.0,107.0,50.0,88.0,188.0,535.0,1400.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1015.0,1445000.0, 9.146,Appartement,1690,158.0,585.0,,4,3,983.0,1000.0,357.0,365.0,123.0,534.0,60.0,209.0,52.0,338.0,391.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1024.0,225000.0, 2.647,Appartement,1968,85.0,270.0,,3,2,4100.0,3300.0,185.0,354.0,410.0,1400.0,405.0,574.0,502.0,721.0,3400.0,12.21,0.8944918541505041,6.529,0.24,0.14,0.29,0.21,0.13,0.34,0.09,0.57,5.44,0.42,0.18,0.4,"2,2",0.63,0.11,0.49,0.4,16.8,0.1104
1060.0,550000.0, 2.778,Eengezinswoning,1998,198.0,,132.0,7,4,3600.0,849.0,488.0,408.0,570.0,1700.0,950.0,260.0,392.0,930.0,5900.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997
1094.0,495000.0, 6.266,Bovenwoning,1915,79.0,,,4,2,453.0,1900.0,144.0,242.0,115.0,474.0,131.0,129.0,213.0,177.0,692.0,12.055,1.0668380462724936,25.52,0.15,0.14,0.43,0.21,0.07,0.34,0.13,0.53,6.855,0.6,0.18,0.22,"1,8",0.63,0.09,0.42,0.49,15.5,0.1309
1034.0,335000.0, 3.681,Bovenwoning,1995,91.0,280.0,,4,3,,,,,,,,,,,,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007
1095.0,270000.0, 5.625,Studio,1925,48.0,115.0,,2,1,710.0,2100.0,157.0,253.0,137.0,337.0,111.0,373.0,108.0,97.0,490.0,10.415,1.016456921587609,11.168,0.18,0.13,0.36,0.23,0.1,0.32,0.11,0.57,5.42,0.55,0.18,0.28,"1,9",0.63,0.11,0.42,0.47,15.8,0.1503
1064.0,290000.0, 3.718,Eengezinswoning,1954,78.0,265.0,58.0,4,3,,,,,,,,,,,,16.07,1.0024922118380062,7.089,0.19,0.14,0.3,0.23,0.13,0.31,0.1,0.59,7.855,0.52,0.18,0.3,"2,0",0.59,0.11,0.44,0.45,16.3,0.1303
1018.0,400000.0, 5.333,Bovenwoning,2002,75.0,230.0,,3,2,1500.0,1600.0,417.0,59.0,360.0,627.0,198.0,191.0,39.0,365.0,959.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1031.0,630000.0, 6.429,Benedenwoning,2010,98.0,347.0,,3,2,,,,,,,,,,,,9.38,0.9872881355932204,7.877,0.17,0.13,0.32,0.26,0.12,0.51,0.09,0.4,4.935,0.51,0.19,0.3,"1,9",0.62,0.07,0.43,0.5,14.9,0.1304
1052.0,875000.0, 7.000,Bovenwoning,1883,125.0,404.0,,4,3,1700.0,540.0,355.0,345.0,238.0,60.0,292.0,109.0,69.0,281.0,579.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806
1054.0,369000.0, 6.150,Appartement,1987,60.0,182.0,,2,1,2400.0,939.0,259.0,282.0,54.0,708.0,120.0,94.0,164.0,614.0,1400.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405
1052.0,595000.0, 6.134,Bovenwoning,1914,97.0,236.0,,4,3,1800.0,511.0,476.0,435.0,104.0,110.0,407.0,226.0,109.0,436.0,728.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806
1056.0,400000.0, 4.706,Appartement,1940,85.0,290.0,,3,2,2500.0,566.0,428.0,129.0,173.0,483.0,85.0,193.0,115.0,560.0,1200.0,11.945,0.9646381578947368,22.538,0.14,0.14,0.45,0.2,0.07,0.54,0.16,0.3,6.875,0.56,0.22,0.22,"1,7",0.71,0.16,0.43,0.41,17.5,0.09
1033.0,274511.0, 3.307,Eengezinswoning,1958,83.0,285.0,,4,3,4000.0,219.0,818.0,517.0,333.0,552.0,2100.0,689.0,685.0,2100.0,3000.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004
1054.0,799011.0, 6.194,Bovenwoning,1896,129.0,350.0,,4,3,2300.0,728.0,58.0,467.0,56.0,514.0,160.0,137.0,40.0,185.0,847.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405
1079.0,375000.0, 6.466,Benedenwoning,1934,58.0,220.0,,2,1,941.0,644.0,757.0,284.0,104.0,645.0,98.0,223.0,68.0,71.0,1200.0,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706
1013.0,750000.0, 5.682,Benedenwoning,1906,132.0,342.0,,5,4,2100.0,896.0,580.0,153.0,46.0,454.0,553.0,306.0,106.0,28.0,1800.0,9.69,0.9876923076923078,7.143,0.13,0.11,0.4,0.26,0.09,0.51,0.15,0.34,5.6,0.6,0.18,0.22,"1,7",0.67,0.1,0.44,0.46,15.9,0.1404
1058.0,350000.0, 6.140,Bovenwoning,1933,57.0,188.0,,3,2,986.0,760.0,308.0,132.0,132.0,470.0,494.0,129.0,107.0,415.0,2000.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1019.0,525000.0, 5.250,Appartement,1997,100.0,292.0,100.0,3,2,1500.0,2200.0,246.0,207.0,152.0,963.0,59.0,84.0,304.0,341.0,560.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408
1015.0,519000.0, 7.110,Woonboot,1910,73.0,157.0,1.0,3,2,868.0,1400.0,432.0,254.0,170.0,617.0,16.0,199.0,213.0,618.0,789.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
1076.0,325000.0, 7.738,Bovenwoning,1926,42.0,131.0,,3,1,1400.0,360.0,75.0,282.0,146.0,176.0,306.0,262.0,107.0,478.0,981.0,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001
1079.0,585000.0, 5.625,Bovenwoning,1934,104.0,283.0,,6,3,927.0,370.0,260.0,118.0,122.0,272.0,233.0,175.0,74.0,526.0,1100.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03
1017.0,1095000.0, 8.233,Bovenwoning,1005,133.0,472.0,,4,3,1800.0,1400.0,98.0,243.0,93.0,147.0,100.0,287.0,318.0,314.0,483.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001
1018.0,1295000.0, 6.167,Tussenwoning,1850,210.0,575.0,80.0,5,-,1400.0,2400.0,663.0,534.0,127.0,791.0,193.0,170.0,16.0,380.0,878.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1091.0,300000.0, 5.556,Appartement,1950,54.0,175.0,,3,2,,,,,,,,,,,,9.295,1.018458197611292,25.2,0.17,0.16,0.37,0.24,0.07,0.35,0.13,0.52,4.955,0.55,0.18,0.27,"1,9",0.63,0.11,0.44,0.45,16.1,0.1407
1064.0,215000.0, 3.359,Appartement,1956,64.0,215.0,,3,2,1700.0,370.0,450.0,620.0,95.0,113.0,782.0,26.0,90.0,555.0,3400.0,16.07,1.0024922118380062,7.089,0.19,0.14,0.3,0.23,0.13,0.31,0.1,0.59,7.855,0.52,0.18,0.3,"2,0",0.59,0.11,0.44,0.45,16.3,0.1303
1092.0,775000.0, 5.827,Benedenwoning,1894,133.0,444.0,,5,3,726.0,1300.0,550.0,87.0,99.0,403.0,231.0,214.0,230.0,454.0,1300.0,10.255,1.019704433497537,14.281,0.13,0.13,0.4,0.27,0.07,0.47,0.15,0.38,6.12,0.62,0.18,0.2,"1,7",0.68,0.14,0.42,0.44,17.2,0.1109
1072.0,325000.0, 7.222,Bovenwoning,1901,45.0,,,2,1,1700.0,334.0,642.0,140.0,148.0,227.0,55.0,340.0,14.0,388.0,1200.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1076.0,375000.0, 7.075,Bovenwoning,1930,53.0,166.0,,2,1,,,,,,,,,,,,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001
1015.0,625000.0, 6.510,Appartement,1929,96.0,351.0,,4,-,1300.0,983.0,359.0,205.0,179.0,423.0,153.0,257.0,57.0,497.0,587.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
1033.0,225000.0, 3.358,Bovenwoning,1999,67.0,205.0,,3,2,4600.0,785.0,330.0,509.0,317.0,360.0,1900.0,620.0,722.0,1500.0,2400.0,8.715,0.9453125,3.556,0.19,0.13,0.27,0.27,0.14,0.64,0.1,0.26,3.905,0.36,0.24,0.4,"2,2",0.73,0.2,0.44,0.36,17.9,0.050499999999999996
,68000.0, 3.091,Recreatiewoning,2018,22.0,75.0,35.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074.0,450000.0, 6.818,Woning,1896,66.0,216.0,,3,1,1400.0,826.0,312.0,91.0,91.0,293.0,87.0,162.0,17.0,557.0,383.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601
1052.0,275000.0, 6.250,Appartement,1904,44.0,150.0,,-,1,1600.0,752.0,282.0,255.0,43.0,276.0,294.0,90.0,168.0,561.0,791.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806
1094.0,375000.0, 6.048,Bovenwoning,1903,62.0,180.0,,3,2,452.0,2000.0,330.0,57.0,168.0,807.0,174.0,248.0,231.0,325.0,590.0,12.055,1.0668380462724936,25.52,0.15,0.14,0.43,0.21,0.07,0.34,0.13,0.53,6.855,0.6,0.18,0.22,"1,8",0.63,0.09,0.42,0.49,15.5,0.1309
1063.0,285000.0, 4.130,Benedenwoning,2013,69.0,227.0,,3,2,1200.0,533.0,409.0,398.0,133.0,343.0,255.0,420.0,531.0,300.0,3300.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306
1078.0,739000.0, 7.541,Benedenwoning,1929,98.0,,98.0,3,2,1000.0,502.0,523.0,323.0,134.0,286.0,140.0,63.0,102.0,392.0,1400.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03
